id,width,height,url,photographer,photographer_url,photographer_id,avg_color,original,large2x,large,medium,small,portrait,landscape,tiny,liked,alt,orientation,photographer_lower,aspect_ratio
33924570,2604,3906,https://www.pexels.com/photo/trendy-young-woman-in-casual-streetwear-posing-outdoors-33924570/,Imer  Galicia,https://www.pexels.com/@imer-galicia-1035713938,1035713938,#4A545E,https://images.pexels.com/photos/33924570/pexels-photo-33924570.jpeg,https://images.pexels.com/photos/33924570/pexels-photo-33924570.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/33924570/pexels-photo-33924570.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/33924570/pexels-photo-33924570.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/33924570/pexels-photo-33924570.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/33924570/pexels-photo-33924570.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/33924570/pexels-photo-33924570.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/33924570/pexels-photo-33924570.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,Fashionable young woman wearing sunglasses and casual outfit on an urban street.,portrait,imer  galicia,0.67
4109756,6000,4000,https://www.pexels.com/photo/blue-denim-jeans-in-close-up-view-4109756/,Castorly Stock,https://www.pexels.com/@castorlystock,1988778,#365775,https://images.pexels.com/photos/4109756/pexels-photo-4109756.jpeg,https://images.pexels.com/photos/4109756/pexels-photo-4109756.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/4109756/pexels-photo-4109756.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/4109756/pexels-photo-4109756.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/4109756/pexels-photo-4109756.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/4109756/pexels-photo-4109756.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/4109756/pexels-photo-4109756.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/4109756/pexels-photo-4109756.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,Macro shot of denim jeans showcasing intricate stitching detail.,landscape,castorly stock,1.5
17200341,2666,4000,https://www.pexels.com/photo/woman-wearing-jean-jacket-leaning-against-street-lamp-pole-17200341/,Murat IŞIK,https://www.pexels.com/@bymuratisikofficial,370089616,#797471,https://images.pexels.com/photos/17200341/pexels-photo-17200341.jpeg,https://images.pexels.com/photos/17200341/pexels-photo-17200341.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/17200341/pexels-photo-17200341.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/17200341/pexels-photo-17200341.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/17200341/pexels-photo-17200341.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/17200341/pexels-photo-17200341.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/17200341/pexels-photo-17200341.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/17200341/pexels-photo-17200341.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,Fashionable woman in a jean jacket and sunglasses posing on a city street.,portrait,murat işik,0.67
22944874,2557,3409,https://www.pexels.com/photo/sitting-woman-in-top-and-jeans-22944874/,Kutay Ertürk,https://www.pexels.com/@ktyrtrk,255075917,#AAB6CC,https://images.pexels.com/photos/22944874/pexels-photo-22944874.jpeg,https://images.pexels.com/photos/22944874/pexels-photo-22944874.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/22944874/pexels-photo-22944874.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/22944874/pexels-photo-22944874.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/22944874/pexels-photo-22944874.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/22944874/pexels-photo-22944874.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/22944874/pexels-photo-22944874.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/22944874/pexels-photo-22944874.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,Fashion model posing confidently in jeans and vibrant top against a gray background.,portrait,kutay ertürk,0.75
2180918,6000,4000,https://www.pexels.com/photo/woman-holding-cruiser-board-sitting-by-the-window-2180918/,Athena Sandrini,https://www.pexels.com/@athena,307356,#7C8986,https://images.pexels.com/photos/2180918/pexels-photo-2180918.jpeg,https://images.pexels.com/photos/2180918/pexels-photo-2180918.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/2180918/pexels-photo-2180918.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/2180918/pexels-photo-2180918.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/2180918/pexels-photo-2180918.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/2180918/pexels-photo-2180918.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/2180918/pexels-photo-2180918.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/2180918/pexels-photo-2180918.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,"Casual urban style featuring ripped jeans, sneakers, and skateboard in a modern interior.",landscape,athena sandrini,1.5
19243453,2008,3008,https://www.pexels.com/photo/brunette-woman-sitting-on-stairs-19243453/,Felix Young,https://www.pexels.com/@felix-young-449360607,449360607,#9C716B,https://images.pexels.com/photos/19243453/pexels-photo-19243453.jpeg,https://images.pexels.com/photos/19243453/pexels-photo-19243453.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/19243453/pexels-photo-19243453.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/19243453/pexels-photo-19243453.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/19243453/pexels-photo-19243453.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/19243453/pexels-photo-19243453.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/19243453/pexels-photo-19243453.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/19243453/pexels-photo-19243453.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,"Trendy young woman in jeans sitting on city steps, showcasing fashion and style.",portrait,felix young,0.67
11401082,2000,2500,https://www.pexels.com/photo/a-good-looking-man-in-black-and-red-plaid-long-sleeves-11401082/,omid bonyadian,https://www.pexels.com/@omidbonyadian,2058260,#746B5C,https://images.pexels.com/photos/11401082/pexels-photo-11401082.jpeg,https://images.pexels.com/photos/11401082/pexels-photo-11401082.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/11401082/pexels-photo-11401082.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/11401082/pexels-photo-11401082.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/11401082/pexels-photo-11401082.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/11401082/pexels-photo-11401082.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/11401082/pexels-photo-11401082.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/11401082/pexels-photo-11401082.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,"Stylish man standing against a brick wall in plaid shirt and ripped jeans, showcasing modern urban fashion.",portrait,omid bonyadian,0.8
3081404,2252,2815,https://www.pexels.com/photo/person-wearing-brown-footwear-3081404/,Lucas Pezeta,https://www.pexels.com/@lucaspezeta,862177,#756F56,https://images.pexels.com/photos/3081404/pexels-photo-3081404.jpeg,https://images.pexels.com/photos/3081404/pexels-photo-3081404.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/3081404/pexels-photo-3081404.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/3081404/pexels-photo-3081404.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/3081404/pexels-photo-3081404.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/3081404/pexels-photo-3081404.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/3081404/pexels-photo-3081404.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/3081404/pexels-photo-3081404.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,Close-up of legs in ripped jeans and boots standing on a grassy lawn.,portrait,lucas pezeta,0.8
16390573,2185,3277,https://www.pexels.com/photo/close-up-of-jean-shorts-16390573/,Wolf  Art,https://www.pexels.com/@wolfart,43379979,#2F2A31,https://images.pexels.com/photos/16390573/pexels-photo-16390573.jpeg,https://images.pexels.com/photos/16390573/pexels-photo-16390573.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/16390573/pexels-photo-16390573.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/16390573/pexels-photo-16390573.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/16390573/pexels-photo-16390573.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/16390573/pexels-photo-16390573.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/16390573/pexels-photo-16390573.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/16390573/pexels-photo-16390573.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,Stylish blue denim shorts with distressed details hanging on a wooden display rack.,portrait,wolf  art,0.67
7296853,2048,3070,https://www.pexels.com/photo/a-low-angle-shot-of-a-shirtless-man-posing-while-wearing-denim-jeans-7296853/,Raffa Silva,https://www.pexels.com/@raffa-silva-1406806,1406806,#797974,https://images.pexels.com/photos/7296853/pexels-photo-7296853.jpeg,https://images.pexels.com/photos/7296853/pexels-photo-7296853.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/7296853/pexels-photo-7296853.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/7296853/pexels-photo-7296853.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/7296853/pexels-photo-7296853.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/7296853/pexels-photo-7296853.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/7296853/pexels-photo-7296853.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/7296853/pexels-photo-7296853.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,A shirtless male model in ripped jeans poses against a wall outdoors.,portrait,raffa silva,0.67
6439222,2000,2000,https://www.pexels.com/photo/young-woman-sitting-in-an-open-car-6439222/,Lucas Castro,https://www.pexels.com/@lucas-castro-17629060,17629060,#96928F,https://images.pexels.com/photos/6439222/pexels-photo-6439222.jpeg,https://images.pexels.com/photos/6439222/pexels-photo-6439222.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/6439222/pexels-photo-6439222.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/6439222/pexels-photo-6439222.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/6439222/pexels-photo-6439222.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/6439222/pexels-photo-6439222.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/6439222/pexels-photo-6439222.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/6439222/pexels-photo-6439222.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,Fashionable woman in torn jeans and sunglasses sitting in a car doorway.,portrait,lucas castro,1
